,Date,Volume,Turnover,Open,High,Low,Close
2,109/12/03,"36,919,644","18,369,786,608",499.50,499.50,495.00,497.00
3,109/12/04,"54,471,042","27,307,472,890",498.50,505.00,497.50,503.00
4,109/12/07,"45,493,551","23,243,392,840",512.00,515.00,506.00,514.00
5,109/12/08,"41,830,257","21,673,267,551",514.00,525.00,509.00,524.00
6,109/12/09,"46,831,705","24,416,275,048",521.00,524.00,520.00,520.00
7,109/12/10,"43,991,133","22,516,917,355",511.00,515.00,510.00,512.00
8,109/12/11,"51,296,611","26,259,941,709",517.00,517.00,505.00,516.00
9,109/12/14,"30,809,747","15,703,026,732",512.00,513.00,508.00,508.00
10,109/12/15,"43,059,899","21,780,400,998",507.00,510.00,504.00,504.00
11,109/12/16,"53,661,282","27,504,184,031",509.00,515.00,507.00,512.00
12,109/12/17,"39,285,785","20,052,530,030",515.00,515.00,508.00,508.00
13,109/12/18,"40,625,502","20,690,792,789",508.00,512.00,507.00,510.00
14,109/12/21,"35,153,138","18,033,402,498",512.00,517.00,508.00,516.00
15,109/12/22,"25,632,245","13,125,205,685",512.00,516.00,509.00,509.00
16,109/12/23,"18,320,849","9,321,219,765",508.00,511.00,506.00,509.00
17,109/12/24,"15,218,008","7,759,366,699",511.00,512.00,508.00,510.00
18,109/12/25,"12,581,145","6,449,612,552",514.00,515.00,510.00,511.00
19,109/12/28,"19,520,886","10,023,145,125",512.00,515.00,509.00,515.00
20,109/12/29,"20,226,736","10,409,159,045",515.00,517.00,513.00,515.00
21,109/12/30,"46,705,107","24,306,881,615",516.00,525.00,514.00,525.00
22,109/12/31,"31,173,332","16,437,646,054",526.00,530.00,524.00,530.00
0,110/01/04,"39,489,959","21,127,581,248",530.00,540.00,528.00,536.00
1,110/01/05,"34,839,391","18,761,831,567",536.00,542.00,535.00,542.00
2,110/01/06,"55,614,434","30,572,783,229",555.00,555.00,541.00,549.00
3,110/01/07,"53,392,763","30,018,630,685",554.00,570.00,553.00,565.00
4,110/01/08,"62,957,148","36,339,702,855",580.00,580.00,571.00,580.00
5,110/01/11,"52,771,778","30,535,694,908",577.00,584.00,574.00,584.00
6,110/01/12,"52,605,212","30,958,142,918",583.00,597.00,582.00,591.00
7,110/01/13,"75,707,681","45,419,255,149",595.00,605.00,593.00,605.00
8,110/01/14,"90,309,708","53,477,747,672",587.00,597.00,587.00,592.00
9,110/01/15,"100,998,199","61,876,473,170",621.00,625.00,601.00,601.00
10,110/01/18,"50,388,664","30,406,611,574",608.00,608.00,594.00,607.00
11,110/01/19,"52,947,466","32,934,404,720",618.00,632.00,613.00,627.00
12,110/01/20,"95,484,470","61,279,319,857",633.00,650.00,631.00,647.00
13,110/01/21,"97,590,371","64,624,578,866",640.00,679.00,640.00,673.00
14,110/01/22,"134,238,314","88,023,707,664",649.00,665.00,649.00,649.00
15,110/01/25,"98,608,285","62,583,576,696",642.00,646.00,626.00,633.00
16,110/01/26,"114,797,609","71,638,808,826",632.00,640.00,610.00,617.00
17,110/01/27,"72,823,691","44,931,754,892",618.00,625.00,611.00,615.00
18,110/01/28,"104,181,514","62,647,021,616",600.00,608.00,598.00,601.00
19,110/01/29,"96,875,889","58,399,782,288",619.00,619.00,591.00,591.00
0,110/02/01,"70,161,939","42,004,241,697",595.00,612.00,587.00,611.00
1,110/02/02,"80,724,207","50,938,461,582",629.00,638.00,622.00,632.00
2,110/02/03,"59,763,227","37,926,170,035",638.00,642.00,630.00,630.00
3,110/02/04,"47,547,873","29,765,963,971",626.00,632.00,620.00,627.00
4,110/02/05,"57,350,831","36,435,290,641",638.00,641.00,631.00,632.00
5,110/02/17,"115,578,402","76,728,732,025",663.00,668.00,660.00,663.00
6,110/02/18,"54,520,341","36,024,245,089",664.00,665.00,656.00,660.00
7,110/02/19,"51,651,844","33,676,514,428",656.00,657.00,647.00,652.00
8,110/02/22,"39,512,078","25,885,948,680",660.00,662.00,650.00,650.00
9,110/02/23,"52,868,029","33,779,796,222",641.00,643.00,633.00,641.00
10,110/02/24,"80,010,637","50,333,904,697",627.00,636.00,625.00,625.00
11,110/02/25,"45,279,276","28,634,410,089",636.00,636.00,628.00,635.00
12,110/02/26,"137,933,162","84,194,194,399",611.00,618.00,606.00,606.00
0,110/03/02,"57,792,973","35,565,213,485",621.00,622.00,609.00,609.00
1,110/03/03,"61,171,387","37,550,028,241",609.00,622.00,601.00,622.00
2,110/03/04,"75,508,388","45,662,897,489",609.00,611.00,601.00,601.00
3,110/03/05,"85,579,527","50,968,119,396",588.00,605.00,584.00,601.00
4,110/03/08,"47,676,630","28,737,004,484",608.00,610.00,598.00,598.00
5,110/03/09,"74,471,341","43,957,092,621",585.00,595.00,585.00,595.00
6,110/03/10,"41,735,443","24,904,320,192",601.00,601.00,593.00,597.00
7,110/03/11,"55,462,783","33,584,884,382",596.00,612.00,595.00,609.00
8,110/03/12,"33,876,990","20,780,886,905",615.00,618.00,609.00,614.00
9,110/03/15,"29,767,904","18,194,081,208",614.00,614.00,609.00,611.00
10,110/03/16,"37,780,820","23,074,187,740",610.00,613.00,607.00,613.00
11,110/03/17,"43,942,131","26,638,906,800",612.00,612.00,602.00,604.00
12,110/03/18,"30,223,846","18,286,667,342",606.00,609.00,602.00,602.00
13,110/03/19,"74,960,854","44,407,634,402",594.00,598.00,591.00,591.00
14,110/03/22,"35,931,375","21,250,445,678",588.00,598.00,586.00,593.00
15,110/03/23,"31,933,358","19,057,386,513",597.00,603.00,593.00,594.00
16,110/03/24,"115,318,351","66,559,451,738",571.00,582.00,571.00,576.00
17,110/03/25,"74,225,812","42,594,849,855",572.00,581.00,570.00,575.00
18,110/03/26,"37,937,242","22,271,364,837",582.00,592.00,580.00,590.00
19,110/03/29,"40,573,913","24,302,039,570",599.00,602.00,596.00,599.00
20,110/03/30,"34,686,346","20,661,203,325",600.00,600.00,592.00,597.00
21,110/03/31,"44,454,672","26,217,366,895",596.00,597.00,587.00,587.00
0,110/04/01,"45,972,766","27,520,742,963",598.00,602.00,594.00,602.00
1,110/04/06,"37,664,216","23,045,132,094",615.00,616.00,608.00,610.00
2,110/04/07,"28,140,964","17,175,949,080",614.00,614.00,608.00,610.00
3,110/04/08,"26,658,283","16,217,570,357",606.00,613.00,603.00,613.00
4,110/04/09,"31,601,619","19,344,167,081",618.00,618.00,609.00,610.00
5,110/04/12,"23,319,822","14,155,495,430",612.00,613.00,603.00,605.00
6,110/04/13,"27,386,926","16,638,680,378",604.00,613.00,604.00,605.00
7,110/04/14,"31,144,922","18,868,308,243",608.00,612.00,600.00,612.00
8,110/04/15,"36,394,255","22,332,532,476",612.00,619.00,607.00,619.00
9,110/04/16,"49,952,191","30,335,377,876",610.00,611.00,603.00,610.00
10,110/04/19,"25,234,976","15,224,292,755",605.00,607.00,601.00,603.00
11,110/04/20,"36,655,069","21,969,721,089",598.00,602.00,595.00,602.00
12,110/04/21,"41,893,725","24,933,016,553",599.00,599.00,592.00,592.00
13,110/04/22,"38,094,824","22,626,436,436",596.00,598.00,591.00,591.00
14,110/04/23,"29,004,756","17,336,162,729",592.00,602.00,590.00,602.00
15,110/04/26,"32,426,908","19,673,836,650",605.00,610.00,603.00,610.00
16,110/04/27,"26,761,401","16,274,064,043",608.00,611.00,605.00,610.00
17,110/04/28,"24,601,487","14,833,592,900",606.00,608.00,601.00,602.00
18,110/04/29,"35,756,460","21,579,514,979",609.00,609.00,600.00,600.00
0,110/05/03,"46,801,189","27,676,378,065",595.00,597.00,588.00,588.00
1,110/05/04,"45,507,479","26,756,714,081",588.00,594.00,582.00,591.00
2,110/05/05,"31,786,592","18,603,594,408",594.00,594.00,585.00,585.00
3,110/05/06,"33,165,446","19,405,281,385",590.00,590.00,580.00,587.00
4,110/05/07,"28,719,597","17,131,817,777",594.00,600.00,589.00,599.00
5,110/05/10,"21,365,583","12,626,811,276",596.00,597.00,588.00,589.00
6,110/05/11,"66,035,839","37,939,364,597",579.00,580.00,570.00,571.00
7,110/05/12,"138,328,672","76,325,765,887",567.00,571.00,518.00,560.00
8,110/05/13,"71,519,430","39,495,488,180",547.00,563.00,541.00,547.00
9,110/05/14,"38,625,148","21,474,513,930",556.00,562.00,552.00,557.00
10,110/05/17,"58,446,847","32,066,868,553",544.00,558.00,541.00,549.00
11,110/05/18,"44,584,258","25,226,153,189",563.00,573.00,555.00,572.00
12,110/05/19,"29,610,174","16,832,735,286",571.00,572.00,565.00,567.00
13,110/05/20,"36,605,692","20,670,883,290",567.00,571.00,560.00,567.00
14,110/05/21,"28,009,899","16,016,851,343",572.00,577.00,568.00,573.00
15,110/05/24,"15,981,036","9,090,836,697",570.00,572.00,566.00,568.00
16,110/05/25,"35,445,350","20,525,932,956",576.00,584.00,573.00,583.00
17,110/05/26,"19,555,305","11,433,686,898",587.00,588.00,581.00,585.00
18,110/05/27,"70,061,002","40,643,804,852",580.00,582.00,573.00,582.00
19,110/05/28,"30,720,737","18,082,265,480",587.00,592.00,582.00,590.00
20,110/05/31,"31,557,426","18,751,716,595",595.00,597.00,590.00,597.00
0,110/06/01,"18,405,285","10,985,893,229",598.00,599.00,595.00,598.00
1,110/06/02,"22,416,789","13,362,065,937",600.00,600.00,593.00,595.00
2,110/06/03,"31,703,679","18,939,839,664",600.00,600.00,596.00,596.00
3,110/06/04,"16,072,580","9,521,252,157",591.00,595.00,590.00,595.00
4,110/06/07,"17,729,179","10,471,176,330",594.00,595.00,583.00,592.00
5,110/06/08,"14,083,552","8,312,653,665",590.00,595.00,588.00,589.00
6,110/06/09,"21,575,159","12,618,113,390",586.00,588.00,583.00,586.00
7,110/06/10,"29,741,770","17,696,413,894",591.00,599.00,587.00,599.00
8,110/06/11,"24,940,705","15,011,140,567",602.00,603.00,600.00,602.00
9,110/06/15,"30,245,897","18,415,370,774",607.00,609.00,606.00,609.00
10,110/06/16,"28,624,508","17,401,326,587",608.00,608.00,605.00,605.00
11,110/06/17,"26,477,032","15,924,656,516",601.00,606.00,598.00,606.00
12,110/06/18,"42,036,170","25,373,026,235",608.00,608.00,601.00,603.00
13,110/06/21,"47,339,695","27,749,202,661",590.00,594.00,583.00,583.00
14,110/06/22,"30,578,091","17,786,329,582",585.00,588.00,578.00,578.00
15,110/06/23,"36,386,023","21,500,052,844",583.00,598.00,581.00,595.00
16,110/06/24,"19,322,765","11,435,647,488",598.00,598.00,588.00,590.00
17,110/06/25,"19,140,086","11,355,715,486",598.00,598.00,589.00,591.00
18,110/06/28,"15,401,977","9,056,869,217",590.00,590.00,586.00,590.00
19,110/06/29,"30,837,548","18,350,027,611",598.00,598.00,591.00,595.00
20,110/06/30,"34,021,380","20,301,841,661",599.00,599.00,595.00,595.00
0,110/07/01,"18,719,706","11,116,195,742",596.00,597.00,591.00,593.00
1,110/07/02,"19,633,718","11,562,140,245",590.00,593.00,587.00,588.00
2,110/07/05,"30,274,105","17,957,255,325",588.00,597.00,588.00,591.00
3,110/07/06,"13,830,591","8,185,167,307",595.00,596.00,589.00,592.00
4,110/07/07,"17,329,148","10,250,342,169",590.00,594.00,588.00,594.00
5,110/07/08,"21,596,183","12,733,045,117",595.00,595.00,588.00,588.00
6,110/07/09,"30,602,492","17,821,338,170",582.00,585.00,580.00,584.00
7,110/07/12,"33,011,596","19,612,592,644",595.00,597.00,590.00,593.00
8,110/07/13,"54,894,335","33,158,730,436",600.00,608.00,599.00,607.00
9,110/07/14,"39,670,241","24,276,719,505",613.00,615.00,608.00,613.00
10,110/07/15,"23,057,868","14,117,908,308",613.00,614.00,608.00,614.00
11,110/07/16,"61,882,128","36,562,482,701",591.00,595.00,588.00,589.00
12,110/07/19,"43,248,966","25,135,531,384",583.00,584.00,578.00,582.00
13,110/07/20,"16,352,855","9,502,338,666",579.00,584.00,579.00,581.00
14,110/07/21,"26,476,215","15,440,430,690",586.00,586.00,580.00,585.00
15,110/07/22,"27,075,950","16,014,166,571",589.00,594.00,587.00,591.00
16,110/07/23,"15,705,191","9,206,201,715",592.00,592.00,583.00,585.00
17,110/07/26,"22,442,745","13,089,591,086",591.00,591.00,580.00,580.00
18,110/07/27,"18,925,325","10,997,959,654",581.00,584.00,580.00,580.00
19,110/07/28,"39,744,486","22,884,618,824",576.00,579.00,573.00,579.00
20,110/07/29,"25,014,772","14,525,643,464",585.00,585.00,577.00,583.00
21,110/07/30,"26,141,286","15,170,421,873",581.00,582.00,578.00,580.00
0,110/08/02,"24,948,096","14,593,329,483",583.00,590.00,580.00,590.00
1,110/08/03,"28,104,984","16,655,446,605",594.00,594.00,590.00,594.00
2,110/08/04,"23,714,971","14,132,827,829",598.00,598.00,594.00,596.00
3,110/08/05,"15,673,765","9,343,887,536",598.00,598.00,593.00,596.00
4,110/08/06,"13,994,018","8,275,142,201",596.00,596.00,588.00,591.00
5,110/08/09,"17,611,955","10,366,798,182",590.00,595.00,583.00,595.00
6,110/08/10,"17,620,825","10,435,618,093",596.00,596.00,589.00,591.00
7,110/08/11,"20,311,399","11,943,131,619",590.00,590.00,585.00,590.00
8,110/08/12,"16,031,265","9,383,967,628",586.00,588.00,584.00,586.00
9,110/08/13,"25,440,973","14,769,155,709",585.00,585.00,579.00,581.00
10,110/08/16,"19,949,389","11,612,486,234",582.00,586.00,578.00,584.00
11,110/08/17,"31,845,499","18,475,506,150",580.00,582.00,578.00,580.00
12,110/08/18,"47,063,629","26,855,353,529",568.00,575.00,566.00,574.00
13,110/08/19,"42,133,375","23,766,228,074",573.00,573.00,559.00,559.00
14,110/08/20,"47,741,449","26,565,551,162",560.00,563.00,551.00,552.00
15,110/08/23,"34,775,337","19,688,362,857",560.00,572.00,559.00,566.00
16,110/08/24,"27,397,309","15,697,269,609",574.00,575.00,571.00,572.00
17,110/08/25,"28,867,651","16,769,849,402",579.00,585.00,574.00,585.00
18,110/08/26,"45,027,320","26,834,160,811",601.00,603.00,591.00,594.00
19,110/08/27,"29,459,532","17,596,859,741",596.00,600.00,593.00,599.00
20,110/08/30,"40,606,821","24,425,472,555",602.00,605.00,599.00,605.00
21,110/08/31,"58,916,407","35,867,753,009",604.00,614.00,598.00,614.00
0,110/09/01,"31,242,788","19,126,702,297",614.00,614.00,608.00,613.00
1,110/09/02,"26,715,492","16,341,803,689",613.00,615.00,607.00,607.00
2,110/09/03,"53,915,006","33,278,648,609",610.00,620.00,610.00,620.00
3,110/09/06,"59,223,061","37,250,623,087",623.00,638.00,621.00,631.00
4,110/09/07,"27,422,775","17,191,259,166",634.00,634.00,623.00,623.00
5,110/09/08,"38,713,621","23,960,375,113",622.00,627.00,612.00,619.00
6,110/09/09,"19,309,522","11,886,107,760",612.00,620.00,610.00,619.00
7,110/09/10,"16,740,439","10,365,721,937",615.00,623.00,614.00,622.00
8,110/09/13,"15,809,768","9,734,528,161",619.00,620.00,613.00,615.00
9,110/09/14,"16,024,935","9,849,961,184",618.00,618.00,612.00,613.00
10,110/09/15,"26,041,452","15,872,971,715",610.00,613.00,607.00,607.00
11,110/09/16,"23,315,040","14,030,697,248",603.00,607.00,599.00,600.00
12,110/09/17,"42,383,815","25,510,152,115",600.00,610.00,599.00,600.00
13,110/09/22,"42,732,169","25,056,693,727",586.00,589.00,583.00,586.00
14,110/09/23,"22,736,266","13,406,035,166",588.00,593.00,588.00,588.00
15,110/09/24,"17,302,848","10,289,114,839",591.00,598.00,590.00,598.00
16,110/09/27,"20,034,221","11,993,300,562",600.00,602.00,593.00,602.00
17,110/09/28,"17,325,896","10,291,543,822",595.00,596.00,592.00,594.00
18,110/09/29,"51,834,124","30,040,354,500",580.00,583.00,577.00,580.00
19,110/09/30,"36,318,623","21,054,651,328",580.00,585.00,575.00,580.00
0,110/10/01,"39,006,124","22,368,447,571",579.00,579.00,571.00,574.00
1,110/10/04,"22,288,138","12,741,914,919",574.00,575.00,569.00,572.00
2,110/10/05,"36,063,650","20,406,526,124",562.00,572.00,560.00,572.00
3,110/10/06,"33,989,379","19,345,468,774",573.00,574.00,565.00,571.00
4,110/10/07,"28,480,400","16,458,019,782",575.00,582.00,572.00,580.00
5,110/10/08,"22,601,904","13,051,944,932",582.00,583.00,573.00,575.00
6,110/10/12,"27,126,088","15,455,194,493",570.00,575.00,564.00,575.00
7,110/10/13,"19,267,437","11,006,807,040",572.00,575.00,570.00,571.00
8,110/10/14,"14,270,641","8,213,170,376",579.00,579.00,573.00,573.00
9,110/10/15,"55,305,252","32,878,638,999",592.00,600.00,586.00,600.00
10,110/10/18,"19,753,943","11,802,365,489",604.00,604.00,590.00,590.00
11,110/10/19,"18,709,936","11,196,540,994",598.00,600.00,593.00,600.00
12,110/10/20,"17,537,878","10,527,701,553",603.00,604.00,597.00,598.00
13,110/10/21,"16,882,324","10,116,911,921",602.00,603.00,595.00,596.00
14,110/10/22,"14,236,279","8,520,299,817",600.00,602.00,594.00,600.00
15,110/10/25,"17,724,968","10,518,554,968",597.00,597.00,590.00,593.00
16,110/10/26,"27,047,187","16,169,131,795",595.00,600.00,593.00,599.00
17,110/10/27,"16,260,278","9,708,715,733",598.00,599.00,594.00,599.00
18,110/10/28,"16,927,154","10,066,068,774",598.00,598.00,591.00,595.00
19,110/10/29,"27,684,673","16,352,758,906",595.00,596.00,589.00,590.00
0,110/11/01,"17,110,357","10,107,402,871",591.00,593.00,590.00,590.00
1,110/11/02,"16,544,999","9,808,608,554",594.00,597.00,590.00,592.00
2,110/11/03,"11,404,984","6,773,439,607",597.00,597.00,592.00,592.00
3,110/11/04,"18,888,245","11,112,246,412",592.00,594.00,585.00,587.00
4,110/11/05,"35,086,799","20,974,569,571",598.00,600.00,595.00,600.00
5,110/11/08,"20,886,897","12,544,595,323",600.00,602.00,598.00,602.00
6,110/11/09,"42,340,785","25,935,652,781",611.00,617.00,610.00,611.00
7,110/11/10,"18,518,512","11,303,615,778",611.00,612.00,608.00,612.00
8,110/11/11,"20,257,792","12,225,622,771",600.00,606.00,600.00,606.00
9,110/11/12,"21,373,014","12,801,799,429",610.00,611.00,602.00,604.00
10,110/11/15,"17,140,935","10,434,209,332",609.00,611.00,607.00,608.00
11,110/11/16,"21,776,308","13,285,168,416",612.00,612.00,608.00,610.00
12,110/11/17,"21,829,653","13,330,782,804",615.00,615.00,608.00,610.00
13,110/11/18,"22,933,191","14,019,057,524",613.00,614.00,607.00,613.00
14,110/11/19,"38,847,820","24,047,156,185",622.00,623.00,617.00,618.00
15,110/11/22,"23,296,854","14,354,639,781",618.00,618.00,615.00,615.00
16,110/11/23,"20,022,520","12,266,300,247",615.00,615.00,611.00,612.00
17,110/11/24,"22,978,524","13,904,268,592",612.00,612.00,602.00,603.00
18,110/11/25,"14,171,433","8,551,663,451",605.00,607.00,601.00,603.00
19,110/11/26,"27,882,175","16,609,442,268",598.00,601.00,592.00,596.00
20,110/11/29,"24,160,615","14,360,266,132",594.00,598.00,591.00,593.00
21,110/11/30,"69,160,408","41,208,103,150",597.00,600.00,591.00,596.00
0,110/12/01,"30,119,408","18,021,861,252",596.00,603.00,594.00,600.00
1,110/12/02,"48,720,976","29,780,012,954",605.00,615.00,602.00,615.00
2,110/12/03,"27,571,974","16,798,271,782",614.00,614.00,606.00,608.00
3,110/12/06,"24,474,913","14,740,969,839",603.00,609.00,600.00,600.00
4,110/12/07,"21,105,883","12,704,452,330",602.00,607.00,597.00,607.00
5,110/12/08,"22,194,708","13,490,034,097",614.00,614.00,602.00,602.00
6,110/12/09,"12,467,833","7,554,386,680",606.00,608.00,602.00,608.00
7,110/12/10,"11,371,659","6,874,539,365",605.00,608.00,602.00,605.00
8,110/12/13,"17,994,933","10,887,156,003",609.00,610.00,601.00,601.00
9,110/12/14,"22,997,961","13,757,424,386",598.00,600.00,597.00,599.00
10,110/12/15,"22,419,040","13,420,958,112",597.00,601.00,596.00,600.00
11,110/12/16,"22,151,282","13,370,280,179",605.00,605.00,601.00,605.00
12,110/12/17,"30,319,495","18,339,763,894",601.00,607.00,599.00,607.00
13,110/12/20,"22,381,761","13,446,342,438",607.00,607.00,598.00,598.00
14,110/12/21,"17,669,559","10,560,361,874",597.00,600.00,595.00,597.00
15,110/12/22,"10,127,887","6,067,689,422",598.00,601.00,598.00,600.00
16,110/12/23,"16,910,501","10,238,270,336",607.00,608.00,602.00,606.00
17,110/12/24,"12,008,673","7,276,331,245",606.00,609.00,604.00,604.00
18,110/12/27,"16,771,900","10,193,462,167",604.00,610.00,604.00,606.00
19,110/12/28,"35,156,339","21,569,506,434",610.00,615.00,610.00,615.00
20,110/12/29,"25,604,320","15,788,043,027",615.00,619.00,614.00,616.00
21,110/12/30,"20,522,055","12,654,016,133",619.00,620.00,615.00,615.00
0,111/01/03,"73,703,302","46,249,716,919",619.00,632.00,618.00,631.00
1,111/01/04,"90,945,643","59,188,199,534",645.00,656.00,644.00,656.00
2,111/01/05,"72,505,550","47,582,832,784",669.00,669.00,646.00,650.00
3,111/01/06,"57,490,736","36,817,638,522",638.00,646.00,636.00,644.00
4,111/01/07,"39,847,766","25,358,237,656",643.00,646.00,632.00,634.00
5,111/01/10,"39,286,754","25,052,138,297",628.00,645.00,627.00,643.00
6,111/01/11,"36,186,544","23,361,588,355",646.00,651.00,639.00,651.00
7,111/01/12,"40,832,298","26,762,357,054",657.00,660.00,650.00,660.00
8,111/01/13,"39,172,028","25,813,559,647",658.00,662.00,655.00,661.00
9,111/01/14,"98,768,193","66,094,477,906",673.00,673.00,661.00,672.00
10,111/01/17,"63,828,552","43,615,303,577",685.00,688.00,678.00,683.00
11,111/01/18,"48,802,321","32,742,176,854",678.00,681.00,662.00,662.00
12,111/01/19,"44,092,247","28,859,030,269",652.00,660.00,651.00,654.00
13,111/01/20,"48,996,473","31,893,527,292",650.00,657.00,646.00,651.00
14,111/01/21,"53,966,101","34,642,476,570",644.00,646.00,637.00,641.00
15,111/01/24,"48,665,203","31,412,475,591",639.00,655.00,637.00,653.00
16,111/01/25,"53,927,064","34,582,254,327",643.00,645.00,638.00,641.00
17,111/01/26,"33,093,553","21,089,251,429",635.00,641.00,635.00,636.00
0,111/02/07,"64,637,049","41,221,401,027",644.00,644.00,631.00,635.00
1,111/02/08,"43,786,259","27,805,114,442",645.00,645.00,628.00,628.00
2,111/02/09,"33,633,394","21,289,086,984",635.00,637.00,630.00,633.00
3,111/02/10,"37,388,892","24,028,303,016",639.00,649.00,637.00,649.00
4,111/02/11,"28,194,682","18,225,628,338",646.00,650.00,642.00,650.00
5,111/02/14,"39,394,670","25,104,180,949",640.00,641.00,635.00,637.00
6,111/02/15,"24,497,955","15,556,533,655",633.00,639.00,633.00,633.00
7,111/02/16,"27,395,771","17,635,435,307",645.00,646.00,640.00,646.00
8,111/02/17,"20,447,347","13,171,026,165",644.00,646.00,641.00,645.00
9,111/02/18,"21,948,975","13,997,433,486",638.00,639.00,636.00,637.00
10,111/02/21,"25,769,408","16,320,629,980",633.00,636.00,632.00,632.00
11,111/02/22,"38,526,210","24,153,923,316",628.00,630.00,625.00,627.00
12,111/02/23,"34,561,338","21,606,428,438",624.00,629.00,623.00,625.00
13,111/02/24,"80,672,979","49,358,065,299",618.00,619.00,604.00,604.00
14,111/02/25,"94,155,943","56,880,320,916",600.00,609.00,600.00,604.00
